100.00000	0.00000	51.98782	2.45305	100.00000	0.00000	35.11846	6.66443	100.00000	0.00000	31.00004	3.30467	99.90053	0.20510	28.77621	2.04094	46.06876	1.77578	8.25904	1.28723
90.07329	1.67703	47.34259	4.30809	90.14928	2.83023	43.36792	4.25176	89.52592	1.63244	39.51231	2.74594	89.27363	1.99105	33.37810	4.02621	43.48875	1.77974	10.03622	1.17028
97.08894	0.07289	114.17317	9.91943	96.85830	0.15592	81.99196	4.02499	96.64999	0.10676	57.90887	4.80520	91.53059	1.97903	45.80281	2.26437	74.01569	2.13190	9.73124	3.35002
87.98415	0.72124	196.56538	44.99650	86.29181	1.88636	125.24422	11.42280	84.36485	1.10862	97.01976	12.64921	82.44289	1.41979	71.71588	6.94409	77.03745	0.33482	16.11169	7.65174
91.08137	1.91671	76.68623	6.31066	91.43073	1.26154	63.61151	4.81479	91.93250	1.27227	52.26205	4.35707	91.80405	1.39847	46.58537	3.98633	65.74711	0.96038	11.75022	1.88665
89.52758	1.58944	80.89764	4.71670	89.67735	0.80185	59.55852	5.19028	89.86147	0.64804	52.68841	3.03440	89.22151	0.96440	48.41398	2.81209	65.63259	0.85205	11.53358	1.25662
96.43728	0.49026	52.08276	3.49815	96.37550	0.28249	42.41917	4.36569	96.24741	0.40824	40.60350	2.80765	95.84570	0.90975	32.22336	1.55727	53.94656	1.13996	9.16148	0.99401
79.06051	0.29099	63.78394	6.81623	78.89588	0.32699	55.15205	2.97257	79.19896	0.28281	42.12492	2.88360	78.88811	0.59043	32.15467	2.98987	63.51504	3.05519	10.59903	0.69051
61.72476	5.42396	160.11963	19.49536	53.61604	4.06278	116.79219	7.35973	47.85852	4.08690	91.51967	5.50910	37.08949	3.43162	65.93808	12.30751	6.81398	0.85222	9.74397	11.88529
90.27411	3.06035	80.35455	6.64411	90.04543	1.45516	64.96437	9.05297	89.50225	1.68222	56.23579	5.70370	89.98257	1.48389	50.37002	2.93173	47.64494	3.48153	12.78127	0.84436
99.94736	0.11642	115.31577	6.11724	99.84890	0.14666	92.90302	7.47305	92.55775	4.68499	59.74770	6.52043	81.83817	0.42007	40.64893	1.16360	59.38611	5.15320	14.44800	4.09926
82.90609	0.65550	62.74321	4.00157	82.67997	0.40890	55.61487	2.97829	82.42618	0.88578	51.59765	2.91638	76.80099	3.78115	35.19733	4.14444	66.40150	1.72732	5.53199	1.41623
80.80179	0.95051	68.23026	7.11755	81.72630	0.59659	57.65780	8.32061	81.71522	0.69709	50.27319	7.79440	81.89020	0.36124	42.33698	3.74952	44.46920	0.67823	10.84513	1.34838
